"stop it! the docs will tell you that long term effects are not common, but i had several unnecessary tests because of nausea and diarrhea. stopped it to actos all symptoms gone!",comment3230
"it was terrible when i first started. i could time my bathroom visits. now, i'm used to it but i still get a little nausea every now & then. but my dosage may be increased at my next visit, so i'm worried....",comment3232
"i was ill when i was started taking it, which was 3 times a day, wasnt too bad if i ate after taking them, soon got used to them, they put my dose up to 4 times a day with no ill effects :-) x",comment3233
my doctor gave me victoza instead of metformin and doing great and lost alot of pounds....:) and i am always between 4.6 to 5.7.,comment3234
i never adjusted to it either. it made me feel like i was going nuts with the vomiting and diarrhea,comment3235
after experiencing horrible digestive upsets on metformin my doc switched me to a time-released version called glumetza (that's what its called here in canada anyways). all the unpleasant side effects disappeared!,comment3236
"got really sick today. i called my dr's office and told them my sypmtoms. i had a huge headache, light headness and sick to my stomach nauseous for 2 hours today. i used take pills but now switched to victosa. i thought it was my sugar level low, or not t",comment3239
just started on that med for my diabetes...alittle nausea but not much,comment3242
been on metformin for about 15 years now. was tough when i started as it caused painful gas and diarrhea for me but i don't remember how long it took to get used to the med. even now every once in a while i get a little intolerant. still it is one of the ,comment3243
hi i take 750 mg of slow release metformin twice daily...doc prescribed me these as i suffered with loose motions and nausea. my nurse also advised me to take the tablets halfway thru a meal...this has helped me a little x,comment3267
both glipizide and metformin made me sick off glipizide but still on metformin doesn't make me sick anymore just had runs forover a year now,comment3270
yes my upset stomach  and diarrhea subsided after about a month,comment3272
"i take jentadueto twice a day, 2.5/500mg. i eat a few bites of my meal then take my pill. definitely helped with stomach upset. i still get diarrhea sometimes, but having hypothyroidism, i'm just happy to be able to go, lol!",comment3274
"i had horrible nausea at first, but adjusted my diet to eat more and not skip meals as metformin is a controlled release drug. it will get better",comment3275
yes and horrible horrible cramps!,comment3276
i finally got a different medicine.  hate metformin.  side affects never went away for me.,comment3277
i still go through the sickness every day and ive been on metformin for 9 months now,comment3278
"i am 2000 mg a day, i only had very minor trouble with my stomach, but a lot of people have a lot of trouble with it.. but i have heard many say stick it out and it will get better... if my a1c is not lower than it currently is when i go back in jan... th",comment3280
i first started out on metformin 500mg and it was very bad on my stomach. i stuck with it and now i am on 2000mg a day. my stomach is fine with it.,comment3281
yes!! sicker than a dog!! i was able to get off of them but went to insulin. i had kidney failure and was on dialysis for 10 months and on renagel..made me just as sick and a huge pill!!see if you can get some anti nausea pills. good luck!!,comment3287
never could tolerate it. was easier to take a smaller dose and do insulin shots. much better control this way anyway!!,comment3288
"i suffer with feeling sick or gagging in the mornings and at 4.30pm, have been same since dr increased me to 850mg x 2 daily from 500mg 3x daily.",comment3289
personally i dont like glipizide.  it caused me to bottom out too many times.  give the meds a chance to work .  each person is different.  eat right foods.,comment3296
look up pernicious anaemia. i had no idea about the link between metformin and vitamin b12 deficiency until yesterday. i have severe fibromyalgia so put the aches and pain down to that but after reading about this b12 i looked it up and everything i am fe,comment3491
i take metformin slow release in morn n then gliclazide before my tea n then two metformin slow release after evening meal. only had probs with general metformin bad stomach,comment3529
"my doctor added glipizide to my metformin about a week ago. i started on half a pill for a couple of days before taking the full dose. my stomach seems to be cramping most of the time, but i hope that it will adjust in time, like the metformin did.",comment3533
yes i am on gliclazide. i had an allergic reaction to metformin. side effects for me are hypoglycaemia and weight gain. diet and exercise combat it for me,comment3537
"been taking glipizide for over 2 years (very small dose 1.2 mg a day. unlike metformin that works with your body to help lower blood sugar, glipizide acts directly on the insulin in your blood and yes it is a bit hard on the pancreas in large doses. i qui",comment3540
"i have had trouble with certain insulins.  i was allergic to levimir, which made me itch out of control.  i am now on humalog flexpen, 25 units before each meal.  and, 44 units of lantus before bedtime.  so far, no resistence to either of them.  i also ta",comment3549
imo depends on if you are male or female.  check  bmi.  sounds like you definitely improved your lifestyle.  i lost a lot of wieght wjen i started taking victoza.  my doc encouraged me to gain a bit back.  even family thought i lost too much.  i am a woma,comment3554
i used victoza and it worked great but i lost too much weight.  i went w/o anything for a while and glucose sky rocketed to month avg 220...doc now has me on januvia.  levels gradually going down again.  it takes time for meds and insulin to work.  my eat,comment3583
metformin made me feel bad for the first couple of months.  i am not on any medication at the moment (lost a little weight/hgb a1c in the low range).,comment3593
"i felt awful with metformin , not to mention that gastrointestinal side effects that continued on for three years. i switched to insulin and feel great.",comment3594
i hated being on metformin. my doctor switched me to victoza i feel better and i am not always starving like i was before!,comment3599
"i was on metformin, januvia, and 2 others, felt awful...... doctor put me on  lantus, feel so much better...one shot at night only.",comment3601
"first thing , don't be afraid, this is your life now, and  you can live with it if you take charge of your lifestyle. i am a diabetic also and i also take metformin, 2000 mg., and because of the side effects, running to the bathroom every time i ate,i now",comment3639
protein is your friend...it will help your body deal with the metformin...i had horrible nausea for a week,comment3646
i had that issue as well.  it cleared up pretty quickly once my blood sugar was under control.  it is very annoying.  follow the diet strictly and it will end sooner.,comment3698
i had some blurry vision when i started mine a month ago . and it has cleared up as my numbers came down to normal range!  what i didn't like was diarrhea  but it took me about 3-4 weeks for my body to adjust to the meds! good luck and hang in there!!!,comment3699
mine was really blurry at first. now my vision is so clear i do not need to wear my prescription glasses anymore.  i was diagnosed in november. taking my meds and watching my diet and exercise too.,comment3701
mine was a month. it was very frustrating. i had to buy reading glasses to use with my contacts to kind of see. it will go away. mine got better in one day. that was an awesome day. it would have been nice if my doctor warned me that could happen.,comment3703
i have the diarrhea. just started on the metfornin. working on getting it all under control.,comment3709
"metformin has side effects of giving ya diarrhea. for some people, it goes away - for others it doesn't & needless to say i can't take it. your vision will get better when your b/s gets more in control",comment3710
i was diagnosed in november and put on metformin. blurred vision is improving a lot now.,comment3711
the blurred vision is a side effect of high blood sugar.  i had to add victoza to get my blood sugar down.  now i do not have the blurred vision.,comment3712
i've taken metformin 500 twice a day 3 years now.  still have occasional diarrhea.  worse when i took 1000 twice daily.  the key is diet and exercise.,comment3713
i had it once my sugars were under control the blurred vision was gone.,comment3715
"with my bg way out of whack, i didn't need my glasses....after i got it under control, i was back to needing them again. i liked it a whole lot better not needing my glasses!",comment3716
i had blurred vision for a little over a week but my big problem was my hair breaking off and falling out. that's been happening for a few weeks now.,comment3717
it was the horrific diarrhea that did me in,comment3719
my feet burnes .any of you know ....please help.,comment3720
when my blood sugars get high my vision is blurred so hopefully when you get your sugars down your eyes will improve.,comment3723
"its horrible!  i was blurry and still am to a lesser degree after 5 weeks. my doctor said wait a couple of months to go to an eye doctor though, so your doctor is right on.",comment3729
this is the reason why i stopped taking mine. my doctor would not give me anything until i went to see the specialist at the hospital and try gave me insulin. if he isn't on slow release he could try asking for slow release they are slightly easier on the,comment3780
"metformin's common side effect is diarrhea and many doctors start patients very slowly. i started at 2 pills for the first week, then 3 and finally 4 and the effects are not so bad. make sure your hubby is drinking something with electrolytes (my doc reco",comment3782
"it never stopped, so i was put on insulin.  i'm a teacher, can't run to the bathroom and leave my students unattended.",comment3783
sometimes it doesn't... i was on it 4 an entire year and it did not stop. i had to stop taking it. i replaced it with boiling cinnamon sticks and drinking the broth and taking cinnamon capsules with every meal along with diet and exercise. now i'm on insu,comment3785
"it's the pills, side effect is diarrhea in some people.. in some people it goes away, others get put on other pills or insulin.. see dr",comment3787
it never went away for me.  i switched to insulin and i'm doing sooooo much better!,comment3788
i've been on them 2 years and it hasn't stopped going to ask about slow releasing ones,comment3789
mine was really bad on that and it took about 4 weeks to get use to it!!!,comment3791
"i was on it for a year, my doc wouldnt take me off. i also have crohns so it really sucked. the extended release wasnt as bad but i still had the screaming sh!ts. actos made me gain 50 pounds in 6 months and ameryl caused me to be photo sensitive { i got ",comment3792
if im off my diet i get the shits too take stool hardener and get the fiber pills needs to have some fiber in his diet,comment3794
"i read up on t2 diabetes a lot, having it for 2 years now. i've read that people who have prolonged gi problems with metformin do much better with the extended release form. it's also better to do his walks after he eats. it will help keep his numbers dow",comment3796
"i had to stop eating artificial sweetners if any kind, they seemed to make the diarrhea a whole lot worse. a really clean diet helped me a lot. i take 1000 units of metformin twice a day.",comment3797
"i had the same problem with metformin.. i was switched to the er which helped a little. also, it could be his body just needs time to adjust to the medicine. if in a few weeks it's still bad talk to the dr he may switch him to the er to see if it helps. g",comment3798
"i, too, take metformin - two tablets in the am and two in the pm.  i also take a shot of humalog kwikpen before each meal and 44 units of lantis before bed.  as for the diarrhea, i notice a large difference in bowel activity but not like the diarrhea you ",comment3800
this is the reason i switched from performance to insulin. i am so much happier now.,comment3801
"metformin used to really hurt my stomach, but after around ten days of taking it i was fine and have been on it around 12 years now.",comment3802
i had the same... go for insuline! its better for the long time,comment3803
"i had similar trouble , i got prescribed the film coated ones , i have been on four a day for some time now as two were just not cutting it , it dose settle , i can now take them on an empty stomach ,i was diagnosed in sept last year , stupid question , b",comment3804
i had the same problems. my pharmacy said hang in there it will pass it was the best medicine for me. give it time and your body will adjust to the meds.,comment3805
i had severe migraines and diarrhea when i was on metformin.  i had to change.  got off metformin and started taking amaryl.  within 24 hours everything was better and within a week all diarrhea went away.  good luck.,comment3807
"i had the same problems with chronic diarrhea which is the major side effect of metformin while i also felt so sick like i was going to vomit all the time, and i found out that upset stomach was the 2nd leading problem with metformin. so my doctor took me",comment3812
i had to halve my metformin for the side effects of the diarrhea to go away. so i am only on 250 2x day. i lso take it with meals. if i forge to take it with food my stomach will cramp. i was supposed to increase back to my original dose but with exercise,comment3813
"that is definitely one side effect that i get from taking metformin. but, it's usually because i've taken my 2 pills, too close together! i need at least 6 hours or more a part. i take 500 mg once in the morning with breakfast and once in the evening at d",comment3814
"i had a bad experience with metformin along with all the gi problems, it also caused  pancreatitis. the doctors finally switched me to insulin and even though its a bit difficult to learn to administer, i am doing 100% better.",comment3815
there is an extended release form of metformin. i had the same problems until i switched.,comment3816
maybe janumet which is combo of sitaglipin and metformin?  my levels been up since fall.  a good day is 146 although i want it lower.  many factors may keep from goal.  victoza worked wonders for me but i lost too much wieght...,comment3852
alpha-lipoic acid; 300mg 3x per day. it can be rough on the stomach (but so can metformin). this worked for me in less than 2 weeks. good luck.,comment3858
"i was told by my doctor the upset stomach symptoms would resolve itself. after three years, i got tired of it and switched to insulin. i'm so much happier now.",comment3982
l once hd that problem when l was diagnosed l eliminated all refined foods and a low carb diet it realy works fr me lm no longer having stomach problem,comment3986
"after 4 years and daily diarrhea,  they finally switched to er snd slmoat no problem",comment3988
"anything  that i've taken has either made me sick, poop my guts out  or make me gain 50 pounds {not good for a diabetic} so i'm not on anything. running between 145 and 175 in the am. not great but not horrible either. it's a choice you have to make some ",comment3991
try the extended release they  switched me last week cause i got so sick,comment3992
"i couldn't take metformin- along with daily gi problems, i developed pancreatitis",comment3995
my meds made me crave carbs all the time. actos  made me gain 50 pounds in 6 months!,comment4012
i'm type 2 and mine was uncontrolled. metformin/diabex and plexus slim brought mine down and i also dropped from a size 18 to a size 14 =ƒÿè,comment4015
"stomach upsets are very common with metformin. give it a couple months, if they don't subside, ask for metformin xl ( extended release) or another medication entirely. i took metformin for three years. the stomach upsets never went away. now, i'm taking i",comment4081
"i am also pre diabetic... metformin made my glucose levels very low.. i was constantly eating to control hypoglycemia... i just started a high protein diet, it works like a charm",comment4110
i was taking metformin when i first found out i had diabetes my blood level was high then after taking the medicen for a month my blood level went down so dr had to lower my pill from 2xdaily to 1xdaily and that didn't help so now im not on anything but m,comment4113
"i just got diagnosed this pass saturday with it i was 206lbs, now i weigh 191lbs i'm on medformin. and my ac1 was 6.7 , my sister actually off her meds her ac1 is low now",comment4153
"ive been on them for 3 weeks now. i take 2 a day and still feel like crap.  doctor says its gonna take time.....but how long.
really fed up of feeling like this.",comment4154
regular metformin gave me bad diarrhea. now on extended release and insulin,comment4162
i quit glipezide after several low blood sugar attacks. it can work with some of you. my doctor put me on onglyza yesterday because i suspect metformin may have been discomfort my tummy.  wonder if anyone has taken onglyza? how do you like it?,comment4170
"just went to the doctors office. he told me to go to an endocrinologist. i am not a typical type 2 diabetic. i am 128 lbs, on insulin twice a day and still having highs of 280+ to 65 or lower. i am always sleeping. i hurt physically and emotionally. thank",comment4203
that happened to my husband a few months ago. nerve damage is common. he had to go on nerve block medication.,comment4209
"i am on metformin, janumet, invokana and lantus.  i was diagnosed with blood sugar of 520, a1c was in the 12s.  took a real life change and had to stop drinking. i have lost 100 pounds and am doing much better. this all started in march.",comment4240
my eyes were off for about a month. very frustrating time. hang in there!,comment4247
i'm in the uk and i have been seeing eye specialist for 2 years now. my eyes have been bleeding at the back. they told me i could go blind if they bleed in my central vision. sugars hba1c were always over 12 for the last 8 years. now i've had lots of lase,comment4252
i was diagnosed a month ago. i was admitted with bsl 39!  my eye sigh went from -6 to -9. it improved back to normal in 2 weeks then it went from -6 to +3.  i am worried my blood sugar levels are still a bit up especially dinner time. i am on high insulin,comment4253
i can't take either..  between side effects of metformin and kidney disease :),comment4373
glipizide and glimepiride are both in a class of drugs known for causing low blood sugar. the fix for that nasty side effect is to eat on a good and regular schedule.,comment4374
jan. i take them both. i have no energy . i sleep a lot and still tired. my sugar is up and down.,comment4380
i had the same problem with low sugar episodes. i t also made my heart skip beats. i quite taking it and am now only on metformin 1000 mg twice per day. a1c is 7.0. i think i wouold have died if i had stayed on glimeperide.,comment4382
"metformin nearly killed me, 6 months of horrible side effects  and eventually pancreatitis. good luck with that stuff.",comment4525
"i'm not a fan of it, hated the side effects and the results took too long",comment4526
"you sound to me like you're type 1, misdiagnosed, just as i was.  demand a c peptide test and take no medicine till you've gotten the results.  six years of metformin killed many beta cells in me, and you do not know no matter what the doctor says if you ",comment4609
"took metformin for two years, lost 70lbs on a low carb diet,and stay away from bread and potatoes, a1c is holding at 5 , no meds for two years !",comment4634
i went down to 42ml and i fell off the bed and hit my head on the floor and i was messed up for a month afterwards. took two months to get straighten out. that was only once. usually a low for me to get back to normal range is about 3-4 hrs and i freak ou,comment4648
i'm new. but dealing type 2 diabetes.  i'm 46.    my sugar is 108... today.  took my meds and insulin.  at 10am. tested around this post.  i feel weak. and like fog storm. low. can anyone help me,comment4657
i would talk to your doctor as well!!  and changing your eating habits would be better than taking another metformin in would think.  i only take 2 metformin now after loosing 66 pounds.  i used to take 4 metformin and 2 glyberide...your doctor should be ,comment4678
"how much fluid do you drink ? , i am on 4 tablets a day and always drink a minimum of 1.5 liters , there is a rare side effect of kidney pain so i am told but that is supposed to kick in after some time , are you hitting the gym as well , it could be deep",comment4686
"yes i had the same pain , i went to see my gi dr found out my gall bladder only work at 20% so i had that removed but i still have pain but it burning sensation so there doing further test testing for parasites and how well my digestion track function so ",comment4694
some people respond well to metformin others like myself do not. i took it for 6 months and was sick the entire time. my doctors wouldn't listen to me until i developed pancreatitis. i'm now on insulin and my health has rebounded 100%.,comment4696
i had the same thing last month and it ended up being a bladder infection and went away after a 7 day dose of antibiotics.,comment4698
you are prone to secondary infections when your a1c is up....the pain probably hhas nothing to do with the meds but my dr also put me on 2.5 mg of lisinopril to protect m kidneys from the meds..you probably need to have it checked out.,comment4699
"if you're just starting, this is normal. are you taking other meds with it? it took me a month of having abdominal pains, vomiting, loose stool, dehydration, etc. keep going to the doctors to make sure it wasn't anything else major and she would adjust th",comment4700
only took metformin for two days and felt odd all that the and anxiously..... a1c was 7.1...9 months later 6.1 no med,comment4705
my a1c was 7.4 when i was diagnosed in 2007 and was on 2000 metformin er daily and 2 glyberide daily until earlier this year!!  now i only take 1000 metformin er because my a1c is 5.6 now after loosing 66 pounds!!,comment4707
i take two 500mg. metformin daily n my right kidney hurts at times...at times it makes me feel really tired...so i've got where i take one around dinner time n i take one about an hour before bed time.....i don't feel as tired as i did before!!,comment4708
"google 'supplements to help insulin resistance'. alpha lipoic acid (300mg/3xper day) is what i used to bring my numbers down, and pretty quickly too. only drawback for me was diarrhea, but it was worth it not to have to start insulin shots. i've read stud",comment4758
"when i started my metformin...i had horrible nausea...i changed my diet for focus on proteins...my a1c 5/2013 was 11.6%,,,now...5.9%",comment4811
metformin causes migraines for me,comment4813
i used to take metforin and glypside and would go low around 10am most days.  i changed doctors and he said to stop the glypside because that was causing my lows.  i now take metforin and junuvia.  no more lows like before.,comment4902
i just had a break from my metformin and tried just diet...was so relieved i had no thrush for months now..but my nerve pain has gotten a bit worse at night..so i'm torn what to do..,comment4989
"metformin damages your kidneys after a while- i was on it for about 12 years. my doctor took me off it. now i take only glimeperide, and long-acting insulin twice a day. my a1c was at 7 (down from 8.5) but went back to 8. (probably due to eliminating the ",comment4994
does anyone expirence depression on the metformin?,comment4998
i take diformin retard(metformin in it) and i have no side effects except belly ache in the morning sometimes. of course i had to give up alcohol completely because of it but i haven't had a drink in three years now and i'm good :d,comment5006
"i recommend victoza in combination with metformin, my values are great and i can eat almost anything. as a bonus, i have lost weight. good luck",comment5008
diet and exercise alone does not work for everyone. i took metformin for a year. meds were then increased. i had terrible gi problems for months. dr took me off it and on to invokana. my bg went sky high. never saw numbers like that before. same lchf diet,comment5010
"i couldn't take metformin either, bad stuff",comment5012
"that may be my prob, itchy rash, that nothing seems to help. i am very sensitive to meds....",comment5016
"i had it, it sucks, mine eventually went away, was up every night 3 am like clock work with diarrhea and stomach cramps",comment5024
ask your doctor for slow release metformin. it doesn't upset the stomach as badly. and don't forget to take before food,comment5032
im on slow release metformin and i still suffer with diarrhoea. .might have to have my meds changed but i'm not looking forward to that. apart from the diarrhoea i don't have any other side effects. .,comment5036
